application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,property_ownership_status,applicant_age,gender,loan_status
91061b58-260a-4641-a083-0edc21190e21,CUST115733,2023-09-28,Business Loan,480000.0,360,9.4,Medical Emergency,Salaried,50800.0,616,Owned,53,Male,Declined
79a08659-9aec-4bf0-9138-a9cf7ad7c8da,CUST107302,2024-01-12,Home Loan,233000.0,24,9.98,Wedding,Student,38600.0,656,Owned,47,Female,Approved
9e7016ac-05c9-4c76-824a-20161b417dda,CUST118776,2024-04-23,Personal Loan,729000.0,60,9.73,Vehicle Purchase,Self-Employed,33300.0,719,Jointly Owned,28,Female,Approved
e71c2030-d663-4327-9639-aec022ec1c61,CUST114167,2024-05-15,Education Loan,649000.0,12,12.71,Education,Self-Employed,63000.0,678,Jointly Owned,44,Female,Approved
09ebf6e0-dad2-4ccf-a34f-5097afdb0aa3,CUST102350,2025-02-08,Education Loan,895000.0,36,11.67,Vehicle Purchase,Unemployed,76500.0,678,Rented,62,Other,Approved
95576ecb-1218-4be1-9a22-ff5d6ab4751d,CUST114602,2023-06-06,Car Loan,571000.0,360,14.18,Vehicle Purchase,Business Owner,58300.0,738,Rented,51,Female,Approved
b17b34b9-08d7-46dd-b4cb-b7d5c10f02ee,CUST112620,2024-05-28,Education Loan,1147000.0,60,11.38,Debt Consolidation,Unemployed,37900.0,691,Jointly Owned,33,Other,Approved
3700a874-7613-476e-9cbd-bcf73682c0a6,CUST101245,2024-10-05,Personal Loan,447000.0,60,10.41,Education,Student,19400.0,730,Owned,50,Female,Approved
31838a65-a616-4288-a2f1-b83ad975d015,CUST102495,2023-07-09,Personal Loan,171000.0,120,11.94,Business Expansion,Business Owner,70300.0,704,Jointly Owned,47,Male,Approved
f697b39b-edf1-45e7-8c02-458c856fb059,CUST107875,2024-07-04,Personal Loan,609000.0,120,11.5,Home Renovation,Business Owner,41100.0,786,Rented,29,Male,Approved
36d65363-c5ba-4149-b915-17f5fdc7e18f,CUST111690,2023-01-24,Personal Loan,979000.0,12,12.42,Vehicle Purchase,Student,35700.0,717,Jointly Owned,60,Other,Approved
0ef40d6b-b662-4db4-a99c-347935f270e2,CUST113178,2024-01-17,Education Loan,479000.0,60,7.49,Wedding,Self-Employed,35300.0,582,Jointly Owned,44,Female,Declined
089958da-6fc0-45fa-8a58-1ec9cf5e52ae,CUST101687,2024-03-03,Education Loan,384000.0,120,8.4,Home Renovation,Business Owner,55000.0,672,Rented,35,Male,Approved
a8d607ad-94d8-4190-9719-9a329ae56392,CUST103252,2022-09-06,Business Loan,140000.0,360,9.9,Wedding,Business Owner,66000.0,667,Owned,50,Female,Approved
6d0f6247-2bd5-4d47-aa6f-c1feec8d57dd,CUST105332,2023-03-14,Home Loan,578000.0,60,8.75,Wedding,Unemployed,56400.0,735,Jointly Owned,22,Female,Approved
5f4aa9c0-8a81-45b1-a540-5aef9b5baf3a,CUST101758,2022-06-21,Personal Loan,999000.0,240,7.99,Home Renovation,Business Owner,90300.0,737,Rented,40,Female,Approved
a381cf26-5558-4070-8bbf-132332ac5771,CUST103026,2024-02-15,Business Loan,350000.0,60,7.0,Education,Unemployed,54800.0,687,Rented,64,Female,Approved
d8bc901b-0203-45e7-af45-541d5827f994,CUST107039,2024-08-15,Car Loan,211000.0,24,10.62,Home Renovation,Student,30400.0,789,Jointly Owned,64,Other,Approved
0dd21b0e-2c7b-487a-ad8f-91ecda1b33df,CUST111135,2022-07-23,Personal Loan,331000.0,240,9.65,Medical Emergency,Salaried,16400.0,739,Jointly Owned,28,Other,Approved
24053e7e-0f91-4ff1-9542-2a2fbfc2c065,CUST108498,2023-03-07,Business Loan,100000.0,12,7.24,Debt Consolidation,Salaried,10000.0,699,Owned,46,Male,Approved
b38775eb-cc9c-4dad-8662-5612a52e1762,CUST112112,2022-06-20,Car Loan,803000.0,12,7.49,Medical Emergency,Student,38600.0,734,Rented,39,Male,Approved
97674918-8ce5-44ae-9a41-9c00ba53ba0e,CUST100230,2023-11-27,Business Loan,199000.0,24,13.31,Education,Salaried,31700.0,760,Jointly Owned,37,Female,Approved
7d2051e2-4dac-4015-929b-25c989417c76,CUST117583,2024-07-29,Business Loan,428000.0,36,7.8,Education,Unemployed,55400.0,694,Owned,45,Other,Approved
8912002c-5738-430f-87c4-31f325b8cc16,CUST101549,2022-10-13,Education Loan,559000.0,120,7.29,Home Renovation,Student,80700.0,826,Rented,61,Female,Approved
ad072871-3dbe-428e-933d-c1730beaa71c,CUST113773,2022-09-01,Car Loan,623000.0,360,12.68,Business Expansion,Unemployed,64100.0,654,Owned,39,Male,Approved
465aaa8f-29ec-43c6-9a22-fff010bc8c88,CUST113602,2024-04-01,Car Loan,667000.0,12,7.16,Wedding,Self-Employed,95400.0,675,Rented,37,Male,Approved
5439bc19-83a2-4ef9-8911-36cb505ceca8,CUST112771,2022-10-20,Car Loan,559000.0,60,8.08,Medical Emergency,Retired,66200.0,680,Owned,48,Female,Approved
95b1a5da-2d51-40f6-b817-b80b9d571daf,CUST117614,2022-12-19,Car Loan,496000.0,60,9.91,Vehicle Purchase,Unemployed,51300.0,737,Owned,38,Female,Approved
9e1542e6-ae3a-4307-8c76-eb3e495fbd87,CUST114633,2024-02-06,Personal Loan,743000.0,36,11.65,Vehicle Purchase,Retired,36700.0,713,Owned,56,Other,Approved
1377497c-f744-482a-8674-ec6407a3cc30,CUST105496,2022-09-01,Car Loan,286000.0,12,13.3,Wedding,Student,46800.0,733,Rented,61,Female,Approved
38be5bb1-a0ec-4333-9618-09328a4b34c1,CUST119320,2023-04-28,Personal Loan,342000.0,240,12.18,Business Expansion,Unemployed,78900.0,681,Owned,22,Male,Approved
09033a67-f720-4423-a30f-5c4a4ee1b3eb,CUST118705,2025-04-23,Personal Loan,347000.0,240,10.66,Vehicle Purchase,Salaried,82900.0,666,Owned,45,Female,Approved
b0c31761-3330-474c-8bf3-9fa25fb83c2c,CUST118785,2023-05-03,Personal Loan,234000.0,36,8.84,Debt Consolidation,Student,85300.0,720,Owned,46,Male,Approved
42000939-e08f-4850-9cbc-09af6dad14f1,CUST108795,2023-12-15,Car Loan,555000.0,36,10.25,Debt Consolidation,Retired,10000.0,654,Jointly Owned,44,Male,Approved
6b012a55-efcf-4b69-906e-ceb4420faf04,CUST103721,2024-04-27,Business Loan,1136000.0,60,8.45,Education,Self-Employed,92600.0,634,Owned,35,Female,Declined
cad83a8f-8363-4336-bb3a-a84a611faf07,CUST111254,2025-05-02,Personal Loan,181000.0,120,13.37,Wedding,Salaried,42400.0,656,Owned,51,Female,Approved
daf51928-e9f7-4ef6-8cbd-8670e31103c1,CUST115416,2022-08-17,Personal Loan,852000.0,12,11.68,Wedding,Unemployed,29200.0,677,Rented,48,Female,Approved
8ff1d3d7-4d44-4c93-8a09-44d38af3e621,CUST110276,2023-03-14,Education Loan,517000.0,60,13.74,Business Expansion,Retired,53000.0,668,Jointly Owned,23,Male,Approved
2dd85679-2bdc-4436-a27e-ca990de0626c,CUST119214,2024-06-16,Home Loan,818000.0,24,8.33,Business Expansion,Self-Employed,63300.0,767,Owned,22,Male,Approved
5f4a502d-4212-43c5-a015-47652f358446,CUST115927,2025-05-08,Education Loan,100000.0,24,11.51,Debt Consolidation,Self-Employed,52100.0,596,Rented,60,Other,Declined
947db9fb-759a-4e6a-9a69-e5ee4740605f,CUST106566,2023-09-11,Education Loan,753000.0,12,11.81,Medical Emergency,Business Owner,86900.0,712,Rented,56,Female,Approved
80b6da1b-314b-4fd7-a2ed-70b9e4d18186,CUST119169,2023-05-30,Business Loan,141000.0,120,8.03,Medical Emergency,Business Owner,55100.0,644,Owned,38,Other,Declined
3685beaf-1e14-4c35-b29e-ff2461e84013,CUST119583,2023-12-08,Personal Loan,270000.0,12,11.68,Medical Emergency,Self-Employed,73600.0,651,Rented,58,Male,Approved
67f2c965-d188-47a2-93dc-a51cb66dbe79,CUST107845,2025-04-07,Education Loan,684000.0,360,11.97,Business Expansion,Unemployed,86600.0,670,Rented,44,Female,Approved
f1a98e90-2582-4c86-aa4f-ef71c7208426,CUST105083,2023-11-24,Education Loan,341000.0,24,9.28,Home Renovation,Student,23300.0,654,Jointly Owned,36,Other,Approved
ff985800-7de2-485a-9326-cfcf1dace8a9,CUST113963,2023-08-03,Home Loan,509000.0,120,8.9,Debt Consolidation,Unemployed,52000.0,698,Rented,38,Other,Approved
d0211ed0-0b61-4d00-9c4f-a66414357dfc,CUST107806,2023-05-26,Education Loan,220000.0,120,9.63,Wedding,Retired,60700.0,732,Jointly Owned,46,Female,Approved
7d8fde9e-a629-4e17-9c13-bc7b6bf78a18,CUST116528,2024-05-04,Education Loan,483000.0,60,10.49,Debt Consolidation,Salaried,59900.0,760,Rented,32,Male,Approved
c20a2331-009e-4500-bf09-e1e792693554,CUST104337,2023-07-10,Business Loan,958000.0,60,12.64,Education,Self-Employed,62600.0,753,Owned,25,Female,Approved
df5549a0-1296-4d35-be65-eab3c959e70a,CUST114826,2023-05-16,Home Loan,449000.0,36,9.08,Vehicle Purchase,Salaried,61200.0,647,Jointly Owned,54,Male,Declined
9590d625-41c5-43ec-acf8-e01e47307e2c,CUST112758,2025-01-10,Business Loan,347000.0,360,8.6,Education,Self-Employed,64700.0,680,Owned,23,Male,Approved
2a66069f-c03c-4de4-95f8-67a06bf69a6f,CUST109290,2022-06-29,Home Loan,319000.0,36,10.36,Wedding,Unemployed,33200.0,682,Rented,31,Other,Approved
a701a663-b56c-4b54-bf61-94e703ca9753,CUST110100,2025-03-24,Home Loan,300000.0,36,7.25,Business Expansion,Business Owner,85100.0,731,Rented,53,Other,Approved
81cec45c-e1f7-4824-84f5-75b51bc2769f,CUST111323,2023-12-01,Education Loan,296000.0,120,10.19,Home Renovation,Business Owner,90100.0,725,Jointly Owned,48,Other,Approved
70e21ee4-16b0-45d4-a6d9-6ec2a8bf149f,CUST117057,2024-11-17,Car Loan,881000.0,240,11.99,Home Renovation,Retired,42500.0,731,Owned,28,Female,Approved
0318632b-f6d5-495c-ac8b-6c1504df1827,CUST118285,2023-02-25,Business Loan,597000.0,60,9.55,Vehicle Purchase,Salaried,41700.0,683,Jointly Owned,25,Male,Approved
84422899-145c-4b7e-bf9e-a6bb89342ed8,CUST115698,2024-12-11,Car Loan,452000.0,120,10.66,Home Renovation,Student,79300.0,617,Rented,44,Male,Declined
123822d9-1f77-4ddb-a75e-246d0c51c112,CUST100931,2022-06-19,Education Loan,508000.0,24,9.7,Vehicle Purchase,Retired,97000.0,746,Owned,44,Other,Approved
b3cefcf0-8923-4c80-b5cd-212243e737ff,CUST111644,2023-10-28,Education Loan,338000.0,240,7.0,Vehicle Purchase,Salaried,62700.0,712,Jointly Owned,57,Male,Approved
3c52c836-d205-43c5-8141-789401116b4c,CUST106876,2023-03-13,Education Loan,354000.0,24,10.25,Medical Emergency,Student,63800.0,682,Rented,24,Female,Approved
75ee4078-e02c-49e1-b697-25cdcc9f26a0,CUST101620,2023-06-20,Car Loan,394000.0,36,10.33,Business Expansion,Unemployed,52800.0,678,Jointly Owned,47,Other,Approved
ae2e5813-8219-4698-8f86-0593a29c9bf4,CUST106291,2022-12-01,Business Loan,150000.0,240,12.54,Education,Student,86700.0,657,Owned,60,Female,Approved
2867f8ac-e940-49e5-96c0-7ccb66ad1916,CUST118799,2024-06-10,Personal Loan,623000.0,36,11.38,Education,Retired,83600.0,730,Rented,64,Male,Approved
036aea10-ecc4-4be0-a4d7-0f2f9579308a,CUST100540,2024-04-03,Business Loan,186000.0,240,10.23,Debt Consolidation,Student,70900.0,671,Rented,54,Female,Approved
78e1b4df-e395-40f7-b7fd-a66a891d3a72,CUST104108,2022-12-04,Business Loan,377000.0,120,12.49,Wedding,Salaried,45000.0,652,Rented,57,Female,Approved
976ffaed-54d3-4848-abd4-f3d40e2e07fa,CUST109483,2022-10-04,Business Loan,554000.0,36,9.28,Home Renovation,Business Owner,56900.0,649,Jointly Owned,43,Female,Declined
757b476b-dbd0-4b84-b78f-b39c13d8aa5e,CUST101394,2024-10-09,Car Loan,886000.0,60,11.77,Wedding,Retired,40900.0,640,Jointly Owned,31,Male,Declined
98af9641-eda9-40d2-90c0-1cfc5b48e7f2,CUST119035,2023-12-22,Car Loan,769000.0,240,15.29,Education,Salaried,54700.0,709,Jointly Owned,26,Other,Approved
ab623ffe-889f-4b56-976c-f20484fdaa5f,CUST108658,2024-12-26,Home Loan,237000.0,360,11.19,Education,Student,51700.0,735,Rented,40,Other,Approved
5dfb57ab-7336-4776-ba9c-52ad7677ed24,CUST105850,2022-11-24,Car Loan,601000.0,120,7.95,Medical Emergency,Student,56100.0,645,Rented,62,Male,Declined
8fa01f65-c3ca-4a90-b8d4-4e3716285a70,CUST105290,2023-03-26,Business Loan,366000.0,120,7.63,Medical Emergency,Student,89300.0,712,Owned,40,Other,Approved
1982cd7b-af67-4144-ab40-9400619249ff,CUST119629,2023-09-11,Personal Loan,776000.0,360,9.0,Home Renovation,Unemployed,57000.0,623,Owned,29,Female,Declined
e82f90e2-0839-4859-9771-6785f7e14eff,CUST117856,2024-02-25,Personal Loan,865000.0,36,10.42,Debt Consolidation,Retired,10000.0,673,Jointly Owned,29,Other,Approved
574b9727-b826-474c-9ac7-138ecfeec238,CUST108170,2023-10-24,Home Loan,248000.0,36,9.24,Debt Consolidation,Student,36400.0,740,Rented,42,Male,Approved
66560123-4536-489d-bc37-88291fbb4075,CUST105450,2022-10-10,Car Loan,199000.0,120,13.23,Wedding,Business Owner,39000.0,645,Jointly Owned,50,Male,Declined
fdaab77c-9e7f-4bef-99e6-4c5dcce37c73,CUST111698,2024-01-22,Home Loan,457000.0,240,7.0,Business Expansion,Student,60700.0,747,Jointly Owned,57,Other,Approved
d386fc7a-de0f-4a42-aa07-09cdc9848f88,CUST112985,2025-05-02,Education Loan,216000.0,24,12.28,Vehicle Purchase,Unemployed,10000.0,732,Owned,44,Other,Approved
c7e0bd9c-170b-47cf-b439-c43e3907db43,CUST102237,2025-04-05,Education Loan,879000.0,12,13.28,Business Expansion,Self-Employed,26200.0,652,Owned,63,Other,Approved
29201bd7-625d-446d-a1f7-fe72a292ee14,CUST111594,2022-07-13,Education Loan,810000.0,24,9.6,Medical Emergency,Self-Employed,50300.0,620,Jointly Owned,29,Male,Declined
1b7d085f-1b43-4e69-a6ae-dc31aaeeae73,CUST111871,2022-08-06,Business Loan,377000.0,24,11.33,Education,Business Owner,45200.0,742,Jointly Owned,32,Female,Approved
c9093045-3b6a-43b7-ad35-a89dd51b7c50,CUST111385,2024-07-16,Business Loan,175000.0,120,11.22,Vehicle Purchase,Salaried,46000.0,717,Owned,38,Female,Approved
f4160568-bf09-40e1-abc0-1d739dc78381,CUST102875,2022-07-20,Education Loan,391000.0,240,12.84,Home Renovation,Business Owner,27300.0,589,Rented,26,Other,Declined
975c7a1b-4fe1-4e70-830b-25a6436de296,CUST111622,2024-12-20,Business Loan,249000.0,240,7.8,Vehicle Purchase,Unemployed,45800.0,740,Jointly Owned,51,Other,Approved
10ccd9f9-67e7-4bd6-b6a8-2a06535b0a3d,CUST105548,2023-07-04,Education Loan,317000.0,24,13.2,Medical Emergency,Self-Employed,37700.0,690,Jointly Owned,24,Male,Approved
765306a2-b5ad-4a02-ad13-d4c0043fe174,CUST114863,2025-03-23,Education Loan,100000.0,24,13.21,Home Renovation,Self-Employed,44300.0,672,Rented,34,Female,Approved
49167840-043e-4a03-840e-b67cb3a5e366,CUST118175,2024-03-26,Personal Loan,100000.0,24,8.0,Wedding,Business Owner,40400.0,741,Owned,55,Female,Approved
1868e1b3-f7dd-4a38-8c5a-88a3ab2d2b3a,CUST108896,2024-06-15,Home Loan,395000.0,36,9.21,Home Renovation,Unemployed,63300.0,690,Owned,44,Other,Approved
cedd66c7-63e3-4bc8-85ed-37767298e954,CUST108196,2023-03-10,Home Loan,689000.0,360,8.74,Vehicle Purchase,Business Owner,66100.0,702,Jointly Owned,45,Other,Approved
880c7b25-1950-4222-8336-694f92b9baa6,CUST107374,2024-01-19,Education Loan,428000.0,60,10.42,Wedding,Salaried,61800.0,705,Rented,21,Female,Approved
9e6efd34-6fa0-477e-b1b1-c1561c0acf34,CUST117272,2024-07-02,Car Loan,1128000.0,240,10.99,Business Expansion,Retired,56400.0,728,Jointly Owned,31,Female,Approved
680b9c8a-332e-4a01-bebf-6ceafac6cc4d,CUST108226,2024-10-08,Education Loan,660000.0,12,10.38,Debt Consolidation,Unemployed,39200.0,709,Owned,64,Other,Approved
d02b9ac0-8e28-4c41-b55b-736bda5310fb,CUST112314,2022-06-28,Personal Loan,749000.0,240,9.93,Wedding,Business Owner,40300.0,804,Owned,29,Female,Approved
c7960105-c72a-46c9-878d-b4ed4787402b,CUST104845,2022-08-01,Home Loan,280000.0,120,14.07,Wedding,Student,63300.0,675,Rented,50,Other,Approved
3a3f71a7-46ff-4e11-bc84-576714a32981,CUST119027,2025-05-17,Education Loan,681000.0,120,10.2,Home Renovation,Business Owner,55800.0,680,Owned,35,Female,Approved
9fc6bb1d-4996-45ba-8597-7f33c7d3d0f6,CUST110107,2025-03-13,Car Loan,100000.0,60,16.06,Business Expansion,Retired,47300.0,677,Rented,31,Male,Approved
57c61f25-11d2-495a-bcdc-63837cadd9fa,CUST105114,2023-02-03,Car Loan,778000.0,24,7.89,Wedding,Retired,46600.0,646,Jointly Owned,49,Other,Declined
a8907045-5969-4467-8875-0ebb182d97af,CUST105678,2025-02-26,Car Loan,924000.0,12,10.98,Business Expansion,Student,59000.0,632,Rented,53,Other,Declined
48e764e5-e0f0-4cfb-b224-4d2b94fb8bb4,CUST109919,2024-12-14,Business Loan,426000.0,240,11.59,Wedding,Business Owner,52400.0,642,Rented,56,Other,Declined
8b0ff637-f02a-49de-ac72-e8a4f895a78d,CUST107353,2024-07-18,Personal Loan,770000.0,12,13.46,Education,Student,79500.0,686,Owned,52,Male,Approved
71e5aa94-4369-46a9-a584-444a9f6eb5ab,CUST117657,2024-05-12,Car Loan,679000.0,240,12.01,Vehicle Purchase,Business Owner,75200.0,647,Owned,21,Other,Declined
65f4f842-98e6-4818-8cea-176591db988e,CUST110011,2023-03-04,Business Loan,1003000.0,240,11.73,Business Expansion,Self-Employed,71300.0,729,Rented,21,Female,Approved
10f5b04b-2241-4ec4-96a4-1974c77a4949,CUST111656,2023-01-18,Personal Loan,100000.0,36,14.49,Home Renovation,Student,86600.0,741,Jointly Owned,54,Female,Approved
97099016-5a9c-4229-8bd3-c592ae01fccf,CUST110243,2025-01-09,Business Loan,100000.0,60,13.52,Home Renovation,Retired,62900.0,643,Jointly Owned,55,Male,Declined
16f28461-087f-4d38-9a1e-44d60f154b2e,CUST116928,2024-10-19,Car Loan,464000.0,360,9.53,Home Renovation,Business Owner,36900.0,694,Rented,36,Male,Approved
51dfa5b3-7177-42e5-a377-5ed688ba3ab4,CUST107194,2022-08-05,Personal Loan,796000.0,24,7.85,Debt Consolidation,Business Owner,68700.0,675,Rented,41,Female,Approved
b5fd3c5b-50a9-4f3d-83be-532702f77e79,CUST115775,2024-04-25,Home Loan,1016000.0,120,15.01,Wedding,Self-Employed,19300.0,593,Owned,44,Other,Declined
d14deb7d-3646-4d72-8d40-7fdcd0467061,CUST109971,2023-11-09,Business Loan,530000.0,60,9.63,Medical Emergency,Salaried,67500.0,667,Jointly Owned,24,Female,Approved
21d49956-8640-4719-b944-d6f07a61e475,CUST115509,2023-06-23,Education Loan,587000.0,240,7.0,Home Renovation,Student,70500.0,724,Jointly Owned,56,Other,Approved
e4d5b41b-36cb-4463-b8bb-310e078b39f0,CUST101792,2022-12-31,Personal Loan,542000.0,120,10.56,Home Renovation,Salaried,46000.0,716,Jointly Owned,41,Other,Approved
811cb8b0-162e-46db-914a-c73875e7d925,CUST117294,2023-02-18,Car Loan,131000.0,240,8.95,Vehicle Purchase,Business Owner,45100.0,653,Owned,54,Other,Approved
1d8bd04e-0bc2-45d7-a8fb-432d5afb3b4d,CUST107440,2023-09-27,Education Loan,283000.0,12,11.77,Debt Consolidation,Business Owner,94100.0,685,Owned,40,Female,Approved
ada0354f-f214-4a29-9d5f-1c46fd7eb0e3,CUST106537,2022-12-11,Car Loan,119000.0,120,9.94,Debt Consolidation,Salaried,67400.0,754,Owned,29,Female,Approved
e137e520-bdda-446e-aa52-be2f804dfd5f,CUST105880,2023-12-19,Car Loan,603000.0,36,9.09,Education,Business Owner,10000.0,739,Owned,62,Female,Approved
7fffa23b-f237-480e-a56e-81d1a0108757,CUST113306,2023-05-28,Personal Loan,926000.0,360,7.0,Education,Retired,37900.0,709,Jointly Owned,39,Male,Approved
d942cb09-6d0f-4dcf-b59d-32f6c7764818,CUST115496,2025-03-25,Home Loan,557000.0,24,8.94,Home Renovation,Student,98600.0,699,Jointly Owned,45,Other,Approved
0c949334-f1c4-49e2-b5c6-77656feac9d4,CUST111647,2025-04-29,Personal Loan,528000.0,24,8.48,Home Renovation,Unemployed,48400.0,723,Rented,63,Female,Fraudulent - Undetected
1a11316e-12ca-42a0-bb9e-58b9a14aafe1,CUST118992,2022-06-24,Education Loan,535000.0,24,14.05,Home Renovation,Retired,60300.0,657,Jointly Owned,53,Female,Approved
1f6a2755-d5af-41b8-b83d-20194e2e16f9,CUST118606,2023-08-18,Personal Loan,487000.0,60,8.96,Medical Emergency,Salaried,107900.0,751,Owned,49,Female,Approved
6fa3151a-7ee2-4f9a-9b3c-775bb53d6e72,CUST104285,2023-05-03,Business Loan,263000.0,360,10.89,Business Expansion,Student,55100.0,644,Jointly Owned,36,Female,Declined
3ad38c24-f243-410b-8d4f-4ea8b8bbda87,CUST103532,2024-04-24,Personal Loan,616000.0,240,10.66,Business Expansion,Student,47400.0,652,Jointly Owned,60,Male,Approved
ad99f851-dc75-4b00-af16-71b592e20304,CUST106007,2025-01-18,Car Loan,506000.0,120,9.16,Business Expansion,Student,10400.0,751,Jointly Owned,62,Female,Approved
58b4b3df-0e1f-4b06-ae0b-067708a3df6e,CUST106307,2025-05-24,Home Loan,480000.0,120,11.03,Business Expansion,Student,71400.0,649,Jointly Owned,62,Other,Declined
224f3827-19b4-497d-89b7-16f1637a21f4,CUST106920,2024-06-14,Home Loan,798000.0,36,11.99,Vehicle Purchase,Self-Employed,56400.0,681,Rented,26,Other,Approved
67923454-339e-491f-8692-b89c860e549b,CUST109547,2022-08-28,Car Loan,884000.0,36,12.7,Vehicle Purchase,Salaried,68700.0,632,Jointly Owned,39,Male,Declined
0ab0b54c-1370-4318-b0ae-d9272676cfc5,CUST113715,2024-03-22,Education Loan,219000.0,24,11.9,Vehicle Purchase,Self-Employed,10000.0,726,Jointly Owned,48,Female,Approved
b10fd700-77a9-4bc8-a627-aacdabed8465,CUST107419,2024-11-25,Car Loan,600000.0,12,12.87,Debt Consolidation,Business Owner,43800.0,730,Jointly Owned,39,Female,Fraudulent - Detected
87a8915e-ec68-42d5-8758-8af516e60636,CUST105424,2022-12-25,Business Loan,285000.0,60,8.93,Education,Business Owner,45600.0,717,Jointly Owned,43,Other,Approved
6f4c1639-f7a9-4e86-8ddc-bfe175edaa26,CUST114881,2022-12-18,Education Loan,293000.0,60,10.23,Wedding,Unemployed,74900.0,726,Jointly Owned,54,Male,Approved
7a563989-b468-4c21-b01f-f678bde5cc78,CUST113780,2025-05-03,Personal Loan,529000.0,12,14.89,Home Renovation,Business Owner,107700.0,718,Owned,28,Male,Approved
544d51ac-51de-484d-986c-8c023ded3bc4,CUST103225,2022-10-28,Car Loan,223000.0,36,7.0,Vehicle Purchase,Unemployed,25300.0,704,Rented,22,Other,Approved
89c56d26-a650-47ac-9ae8-58c979e68aa4,CUST103763,2024-11-23,Personal Loan,247000.0,36,7.11,Education,Self-Employed,70600.0,632,Jointly Owned,48,Female,Declined
37a2e245-e42f-4e7d-98bd-48fb2372131f,CUST113661,2023-09-15,Education Loan,783000.0,120,7.71,Debt Consolidation,Salaried,64500.0,641,Rented,55,Other,Declined
1d97f362-db03-4697-af92-965add0d76d4,CUST107272,2024-07-19,Business Loan,627000.0,360,8.06,Medical Emergency,Self-Employed,72600.0,746,Rented,57,Male,Approved
82d8b9d0-09af-4b17-95ba-5ec63d798ece,CUST102279,2023-04-24,Car Loan,839000.0,36,10.72,Business Expansion,Retired,61600.0,727,Jointly Owned,61,Female,Approved
5f20955f-c0d5-410f-a74a-b1d478ef0489,CUST119441,2022-08-15,Personal Loan,1350000.0,60,11.59,Vehicle Purchase,Unemployed,45900.0,755,Jointly Owned,28,Male,Approved
4e0fbe8f-d7da-47a3-86e7-6c907e28a42c,CUST107514,2024-12-20,Business Loan,382000.0,120,12.92,Home Renovation,Unemployed,20600.0,750,Owned,42,Female,Approved
8f306cf0-98c8-478b-8f53-c8c6727c7f5e,CUST102069,2023-04-28,Home Loan,776000.0,360,12.51,Business Expansion,Business Owner,73200.0,732,Jointly Owned,57,Male,Approved
ff77047f-266a-4413-89e6-76b8bf5fd8d9,CUST103321,2025-03-27,Personal Loan,806000.0,36,11.43,Business Expansion,Salaried,27400.0,756,Rented,46,Male,Approved
c9352917-ecb8-4299-9eb8-775008cb79fa,CUST103552,2024-06-28,Business Loan,297000.0,360,11.72,Education,Self-Employed,58700.0,666,Jointly Owned,48,Male,Approved
6d87732b-2185-4cc5-85c5-a66e7be83b79,CUST119844,2023-12-31,Car Loan,505000.0,24,10.39,Education,Salaried,33400.0,675,Owned,34,Other,Approved
3f66313c-71b4-4b4d-9e52-88b3eb3ff6a4,CUST117236,2025-05-26,Car Loan,583000.0,360,10.28,Wedding,Student,12000.0,688,Rented,21,Other,Approved
64631719-d659-4ad9-9598-9055e6c5311e,CUST118380,2025-02-16,Business Loan,307000.0,360,14.53,Medical Emergency,Unemployed,51400.0,695,Rented,50,Male,Approved
adb64631-6ec8-4309-9898-2ee43bc1880d,CUST117914,2023-12-26,Car Loan,697000.0,60,10.09,Vehicle Purchase,Retired,33200.0,699,Jointly Owned,61,Female,Approved
40b5766c-2cbe-4749-9cfb-23f915a8fd54,CUST112811,2024-11-04,Home Loan,490000.0,360,10.92,Wedding,Retired,42400.0,664,Owned,32,Male,Approved
98100c6c-911d-41d9-a7f8-6f7fc7f3b040,CUST117170,2023-04-24,Business Loan,819000.0,36,10.09,Vehicle Purchase,Retired,29200.0,656,Jointly Owned,62,Other,Approved
c482a30c-6d17-4b9a-9f35-b18786289ed2,CUST100703,2023-02-10,Business Loan,731000.0,360,11.93,Vehicle Purchase,Student,14800.0,678,Rented,35,Other,Approved
6527e321-59fe-4592-add0-96c625327405,CUST100223,2025-04-11,Home Loan,301000.0,360,9.63,Home Renovation,Self-Employed,10000.0,685,Rented,33,Female,Approved
4d8ae03a-51fa-429f-b8b3-e7a24ba99929,CUST111000,2022-12-28,Education Loan,232000.0,36,10.97,Home Renovation,Business Owner,20500.0,774,Rented,36,Male,Approved
429e0751-c5e8-4164-8cc8-306b15ea6cbc,CUST116237,2025-02-12,Personal Loan,909000.0,360,12.31,Home Renovation,Student,78500.0,659,Owned,59,Male,Approved
ffa5b298-4046-4b3a-b373-19196a9628a3,CUST111491,2024-05-11,Education Loan,100000.0,360,12.43,Medical Emergency,Unemployed,54500.0,697,Rented,37,Other,Approved
2bfaeb1f-5945-49ca-8f56-39ed32024542,CUST103566,2022-09-01,Education Loan,262000.0,240,11.4,Business Expansion,Salaried,55700.0,789,Owned,53,Male,Approved
c80428bf-8788-47ea-afb8-d938bca96203,CUST103764,2023-10-05,Car Loan,237000.0,240,10.55,Vehicle Purchase,Retired,55600.0,688,Owned,52,Male,Approved
b792a590-2b51-4a28-98b8-ce069944c0c6,CUST106859,2022-09-24,Home Loan,996000.0,36,10.59,Debt Consolidation,Salaried,72500.0,771,Owned,62,Other,Approved
